x,y,z
0.25,3.65E+13,1.53E+11
0.25,3.65E+13,1.52E+11
0.25,3.65E+13,1.52E+11
0.25,3.65E+13,1.52E+11
0.25,3.65E+13,1.52E+11
0.25,3.65E+13,1.51E+11
0.25,3.65E+13,1.51E+11
0.25,3.65E+13,1.51E+11
0.25,3.65E+13,1.50E+11
0.25,3.65E+13,1.50E+11
0.25,3.65E+13,1.50E+11
0.25,3.65E+13,1.49E+11
0.25,3.65E+13,1.49E+11
0.25,3.65E+13,1.49E+11
0.25,3.65E+13,1.48E+11
0.25,3.65E+13,1.48E+11
0.25,3.65E+13,1.48E+11
0.25,3.65E+13,1.47E+11
0.25,3.65E+13,1.47E+11
0.25,3.65E+13,1.47E+11
0.25,3.65E+13,1.46E+11
0.25,3.65E+13,1.46E+11
0.25,3.65E+13,1.46E+11
0.25,3.65E+13,1.45E+11
0.25,3.65E+13,1.45E+11
0.25,3.65E+13,1.45E+11
0.25,3.65E+13,1.44E+11
0.25,3.65E+13,1.44E+11
0.25,3.65E+13,1.44E+11
0.25,3.65E+13,1.44E+11
0.25,3.65E+13,1.43E+11
0.25,3.65E+13,1.43E+11
0.25,3.65E+13,1.43E+11
0.25,3.65E+13,1.42E+11
0.25,3.65E+13,1.42E+11
0.25,3.65E+13,1.42E+11
0.25,3.65E+13,1.41E+11
0.25,3.65E+13,1.41E+11
0.25,3.65E+13,1.41E+11
0.25,3.65E+13,1.41E+11
0.25,3.65E+13,1.40E+11
0.25,3.65E+13,1.40E+11
0.25,3.65E+13,1.40E+11
0.25,3.65E+13,1.39E+11
0.25,3.65E+13,1.39E+11
0.25,3.65E+13,1.39E+11
0.25,3.65E+13,1.39E+11
0.25,3.65E+13,1.38E+11
0.25,3.65E+13,1.38E+11
0.25,3.65E+13,1.38E+11
0.25,3.65E+13,1.37E+11
0.25,3.65E+13,1.37E+11
0.25,3.65E+13,1.37E+11
0.25,3.65E+13,1.37E+11
0.25,3.65E+13,1.36E+11
0.25,3.65E+13,1.36E+11
0.25,3.65E+13,1.36E+11
0.25,3.65E+13,1.36E+11
0.25,3.65E+13,1.35E+11
0.25,3.65E+13,1.35E+11
0.25,3.65E+13,1.35E+11
0.25,3.65E+13,1.34E+11
0.25,3.65E+13,1.34E+11
0.25,3.65E+13,1.34E+11
0.25,3.65E+13,1.34E+11
0.25,3.65E+13,1.33E+11
0.25,3.65E+13,1.33E+11
0.25,3.65E+13,1.33E+11
0.25,3.65E+13,1.33E+11
0.25,3.65E+13,1.32E+11
0.25,3.65E+13,1.32E+11
0.25,3.65E+13,1.32E+11
0.25,3.65E+13,1.31E+11
0.25,3.65E+13,1.31E+11
0.25,3.65E+13,1.31E+11
0.25,3.65E+13,1.31E+11
0.25,3.65E+13,1.30E+11
0.25,3.65E+13,1.30E+11
0.25,3.65E+13,1.30E+11
0.25,3.65E+13,1.30E+11
0.25,3.65E+13,1.29E+11
0.25,3.65E+13,1.29E+11
0.25,3.65E+13,1.29E+11
0.25,3.65E+13,1.29E+11
0.25,3.65E+13,1.28E+11
0.25,3.65E+13,1.28E+11
0.25,3.65E+13,1.28E+11
0.25,3.65E+13,1.28E+11
0.25,3.65E+13,1.27E+11
0.25,3.65E+13,1.27E+11
0.25,3.65E+13,1.27E+11
0.25,3.65E+13,1.27E+11
0.25,3.65E+13,1.26E+11
0.25,3.65E+13,1.26E+11
0.25,3.65E+13,1.26E+11
0.25,3.65E+13,1.26E+11
0.25,3.65E+13,1.25E+11
0.25,3.65E+13,1.25E+11
0.25,3.65E+13,1.25E+11
0.25,3.65E+13,1.25E+11
0.25,3.65E+13,1.25E+11
0.25,3.65E+13,1.24E+11
0.25,3.65E+13,1.24E+11
0.25,3.65E+13,1.24E+11
0.25,3.65E+13,1.24E+11
0.25,3.65E+13,1.23E+11
0.25,3.65E+13,1.23E+11
0.25,3.65E+13,1.23E+11
0.25,3.65E+13,1.23E+11
0.25,3.65E+13,1.22E+11
0.25,3.65E+13,1.22E+11
0.25,3.65E+13,1.22E+11
0.25,3.65E+13,1.22E+11
0.25,3.65E+13,1.21E+11
0.25,3.65E+13,1.21E+11
0.25,3.65E+13,1.21E+11
0.25,3.65E+13,1.21E+11
0.25,3.65E+13,1.21E+11
0.25,3.65E+13,1.20E+11
0.25,3.65E+13,1.20E+11
0.25,3.65E+13,1.20E+11
0.25,3.65E+13,1.20E+11
0.25,3.65E+13,1.19E+11
0.25,3.65E+13,1.19E+11
0.25,3.65E+13,1.19E+11
0.25,3.65E+13,1.19E+11
0.25,3.65E+13,1.19E+11
0.25,3.65E+13,1.18E+11
0.25,3.65E+13,1.18E+11
0.25,3.65E+13,1.18E+11
0.25,3.65E+13,1.18E+11
0.25,3.65E+13,1.17E+11
0.25,3.65E+13,1.17E+11
0.25,3.65E+13,1.17E+11
0.25,3.65E+13,1.17E+11
0.25,3.65E+13,1.17E+11
0.25,3.65E+13,1.16E+11
0.25,3.65E+13,1.16E+11
0.25,3.65E+13,1.16E+11
0.25,3.65E+13,1.16E+11
0.25,3.65E+13,1.16E+11
0.25,3.65E+13,1.15E+11
0.25,3.65E+13,1.15E+11
0.25,3.65E+13,1.15E+11
0.25,3.65E+13,1.15E+11
0.25,3.65E+13,1.15E+11
0.25,3.65E+13,1.14E+11
0.25,3.65E+13,1.14E+11
0.25,3.65E+13,1.14E+11
0.25,3.65E+13,1.14E+11
0.25,3.65E+13,1.13E+11
0.25,3.65E+13,1.13E+11
0.25,3.65E+13,1.13E+11
0.25,3.65E+13,1.13E+11
0.25,3.65E+13,1.13E+11
0.25,3.65E+13,1.12E+11
0.25,3.65E+13,1.12E+11
0.25,3.65E+13,1.12E+11
0.25,3.65E+13,1.12E+11
0.25,3.65E+13,1.12E+11
0.25,3.65E+13,1.11E+11
0.25,3.65E+13,1.11E+11
0.25,3.65E+13,1.11E+11
0.25,3.65E+13,1.11E+11
0.25,3.65E+13,1.11E+11
0.25,3.65E+13,1.10E+11
0.25,3.65E+13,1.10E+11
0.25,3.65E+13,1.10E+11
0.25,3.65E+13,1.10E+11
0.25,3.65E+13,1.10E+11
0.25,3.65E+13,1.10E+11
0.25,3.65E+13,1.09E+11
0.25,3.65E+13,1.09E+11
0.25,3.65E+13,1.09E+11
0.25,3.65E+13,1.09E+11
0.25,3.65E+13,1.09E+11
0.25,3.65E+13,1.08E+11
0.25,3.65E+13,1.08E+11
0.25,3.65E+13,1.08E+11
0.25,3.65E+13,1.08E+11
0.25,3.65E+13,1.08E+11
0.25,3.65E+13,1.07E+11
0.25,3.65E+13,1.07E+11
0.25,3.65E+13,1.07E+11
0.25,3.65E+13,1.07E+11
0.25,3.65E+13,1.07E+11
0.25,3.65E+13,1.07E+11
0.25,3.65E+13,1.06E+11
0.25,3.65E+13,1.06E+11
0.25,3.65E+13,1.06E+11
0.25,3.65E+13,1.06E+11
0.25,3.65E+13,1.06E+11
0.25,3.65E+13,1.05E+11
0.25,3.65E+13,1.05E+11
0.25,3.65E+13,1.05E+11
0.25,3.65E+13,1.05E+11
0.25,3.65E+13,1.05E+11
0.25,3.65E+13,1.05E+11
0.25,3.65E+13,1.04E+11
0.25,3.65E+13,1.04E+11
0.25,3.65E+13,1.04E+11
0.25,3.65E+13,1.04E+11
0.25,3.65E+13,1.04E+11
0.25,3.65E+13,1.03E+11
0.25,3.65E+13,1.03E+11
0.25,3.65E+13,1.03E+11
0.25,3.65E+13,1.03E+11
0.25,3.65E+13,1.03E+11
0.25,3.65E+13,1.03E+11
0.25,3.65E+13,1.02E+11
0.25,3.65E+13,1.02E+11
0.25,3.65E+13,1.02E+11
0.25,3.65E+13,1.02E+11
0.25,3.65E+13,1.02E+11
0.25,3.65E+13,1.02E+11
0.25,3.65E+13,1.01E+11
0.25,3.65E+13,1.01E+11
0.25,3.65E+13,1.01E+11
0.25,3.65E+13,1.01E+11
0.25,3.65E+13,1.01E+11
0.25,3.65E+13,1.01E+11
0.25,3.65E+13,1.00E+11
0.25,3.65E+13,1.00E+11
0.25,3.60E+13,-2.31E+15
0.5,2.29E+12,4.47E+15
0.5,4.50E+12,4.38E+15
0.5,6.64E+12,4.21E+15
0.5,8.72E+12,4.08E+15
0.5,1.07E+13,3.95E+15
0.5,1.27E+13,3.81E+15
0.5,1.45E+13,3.68E+15
0.5,1.63E+13,3.56E+15
0.5,1.81E+13,3.44E+15
0.5,1.98E+13,3.32E+15
0.5,2.14E+13,3.22E+15
0.5,2.30E+13,3.11E+15
0.5,2.45E+13,3.01E+15
0.5,2.60E+13,2.92E+15
0.5,2.75E+13,2.83E+15
0.5,2.88E+13,2.74E+15
0.5,3.02E+13,2.66E+15
0.5,3.15E+13,2.58E+15
0.5,3.28E+13,2.50E+15
0.5,3.40E+13,2.43E+15
0.5,3.52E+13,2.36E+15
0.5,3.64E+13,2.29E+15
0.5,3.75E+13,2.22E+15
0.5,3.86E+13,2.16E+15
0.5,3.97E+13,2.10E+15
0.5,4.07E+13,2.04E+15
0.5,4.17E+13,1.98E+15
0.5,4.27E+13,1.93E+15
0.5,4.36E+13,1.88E+15
0.5,4.45E+13,1.82E+15
0.5,4.54E+13,1.78E+15
0.5,4.63E+13,1.73E+15
0.5,4.72E+13,1.68E+15
0.5,4.80E+13,1.64E+15
0.5,4.88E+13,1.59E+15
0.5,4.96E+13,1.55E+15
0.5,5.04E+13,1.51E+15
0.5,5.11E+13,1.47E+15
0.5,5.18E+13,1.43E+15
0.5,5.25E+13,1.40E+15
0.5,5.32E+13,1.36E+15
0.5,5.39E+13,1.33E+15
0.5,5.46E+13,1.29E+15
0.5,5.52E+13,1.26E+15
0.5,5.58E+13,1.23E+15
0.5,5.64E+13,1.20E+15
0.5,5.70E+13,1.17E+15
0.5,5.76E+13,1.14E+15
0.5,5.82E+13,1.11E+15
0.5,5.87E+13,1.08E+15
0.5,5.92E+13,1.06E+15
0.5,5.98E+13,1.03E+15
0.5,6.03E+13,1.01E+15
0.5,6.08E+13,9.81E+14
0.5,6.13E+13,9.57E+14
0.5,6.17E+13,9.34E+14
0.5,6.22E+13,9.12E+14
0.5,6.26E+13,8.90E+14
0.5,6.31E+13,8.68E+14
0.5,6.35E+13,8.48E+14
0.5,6.39E+13,8.27E+14
0.5,6.43E+13,8.08E+14
0.5,6.47E+13,7.89E+14
0.5,6.51E+13,7.70E+14
0.5,6.55E+13,7.52E+14
0.5,6.59E+13,7.34E+14
0.5,6.62E+13,7.17E+14
0.5,6.66E+13,7.00E+14
0.5,6.69E+13,6.84E+14
0.5,6.73E+13,6.68E+14
0.5,6.76E+13,6.52E+14
0.5,6.79E+13,6.37E+14
0.5,6.82E+13,6.22E+14
0.5,6.85E+13,6.08E+14
0.5,6.88E+13,5.94E+14
0.5,6.91E+13,5.80E+14
0.5,6.94E+13,5.67E+14
0.5,6.97E+13,5.54E+14
0.5,7.00E+13,5.41E+14
0.5,7.03E+13,5.29E+14
0.5,7.05E+13,5.17E+14
0.5,7.08E+13,5.05E+14
0.5,7.10E+13,4.94E+14
0.5,7.13E+13,4.83E+14
0.5,7.15E+13,4.72E+14
0.5,7.17E+13,4.61E+14
0.5,7.20E+13,4.51E+14
0.5,7.22E+13,4.41E+14
0.5,7.24E+13,4.31E+14
0.5,7.26E+13,4.21E+14
0.5,7.28E+13,4.12E+14
0.5,7.30E+13,4.02E+14
0.5,7.32E+13,3.93E+14
0.5,7.34E+13,3.85E+14
0.5,7.36E+13,3.76E+14
0.5,7.38E+13,3.68E+14
0.5,7.40E+13,3.60E+14
0.5,7.42E+13,3.52E+14
0.5,7.43E+13,3.44E+14
0.5,7.45E+13,3.36E+14
0.5,7.47E+13,3.29E+14
0.5,7.48E+13,3.22E+14
0.5,7.50E+13,3.15E+14
0.5,7.51E+13,3.08E+14
0.5,7.53E+13,3.01E+14
0.5,7.54E+13,2.95E+14
0.5,7.56E+13,2.88E+14
0.5,7.57E+13,2.82E+14
0.5,7.59E+13,2.76E+14
0.5,7.60E+13,2.70E+14
0.5,7.61E+13,2.64E+14
0.5,7.63E+13,2.58E+14
0.5,7.64E+13,2.53E+14
0.5,7.65E+13,2.47E+14
0.5,7.66E+13,2.42E+14
0.5,7.68E+13,2.37E+14
0.5,7.69E+13,2.32E+14
0.5,7.70E+13,2.27E+14
0.5,7.71E+13,2.22E+14
0.5,7.72E+13,2.17E+14
0.5,7.73E+13,2.12E+14
0.5,7.74E+13,2.08E+14
0.5,7.75E+13,2.03E+14
0.5,7.76E+13,1.99E+14
0.5,7.77E+13,1.95E+14
0.5,7.78E+13,1.91E+14
0.5,7.79E+13,1.87E+14
0.5,7.80E+13,1.83E+14
0.5,7.81E+13,1.79E+14
0.5,7.82E+13,1.75E+14
0.5,7.83E+13,1.72E+14
0.5,7.84E+13,1.68E+14
0.5,7.85E+13,1.64E+14
0.5,7.85E+13,1.61E+14
0.5,7.86E+13,1.58E+14
0.5,7.87E+13,1.54E+14
0.5,7.88E+13,1.51E+14
0.5,7.88E+13,1.48E+14
0.5,7.89E+13,1.45E+14
0.5,7.90E+13,1.42E+14
0.5,7.91E+13,1.39E+14
0.5,7.91E+13,1.36E+14
0.5,7.92E+13,1.33E+14
0.5,7.93E+13,1.31E+14
0.5,7.93E+13,1.28E+14
0.5,7.94E+13,1.25E+14
0.5,7.95E+13,1.23E+14
0.5,7.95E+13,1.20E+14
0.5,7.96E+13,1.18E+14
0.5,7.96E+13,1.15E+14
0.5,7.97E+13,1.13E+14
0.5,7.97E+13,1.11E+14
0.5,7.98E+13,1.08E+14
0.5,7.99E+13,1.06E+14
0.5,7.99E+13,1.04E+14
0.5,8.00E+13,1.02E+14
0.5,8.00E+13,9.99E+13
0.5,8.01E+13,9.78E+13
0.5,8.01E+13,9.59E+13
0.5,8.01E+13,9.40E+13
0.5,8.02E+13,9.21E+13
0.5,8.02E+13,9.02E+13
0.5,8.03E+13,8.84E+13
0.5,8.03E+13,8.67E+13
0.5,8.04E+13,8.49E+13
0.5,8.04E+13,8.32E+13
0.5,8.05E+13,8.16E+13
0.5,8.05E+13,8.00E+13
0.5,8.05E+13,7.84E+13
0.5,8.06E+13,7.68E+13
0.5,8.06E+13,7.53E+13
0.5,8.07E+13,7.39E+13
0.5,8.07E+13,7.24E+13
0.5,8.07E+13,7.10E+13
0.5,8.08E+13,6.96E+13
0.5,8.08E+13,6.82E+13
0.5,8.08E+13,6.69E+13
0.5,8.09E+13,6.56E+13
0.5,8.09E+13,6.43E+13
0.5,8.09E+13,6.31E+13
0.5,8.10E+13,6.19E+13
0.5,8.10E+13,6.07E+13
0.5,8.10E+13,5.95E+13
0.5,8.10E+13,5.84E+13
0.5,8.11E+13,5.72E+13
0.5,8.11E+13,5.61E+13
0.5,8.11E+13,5.51E+13
0.5,8.12E+13,5.40E+13
0.5,8.12E+13,5.30E+13
0.5,8.12E+13,5.20E+13
0.5,8.12E+13,5.10E+13
0.5,8.13E+13,5.00E+13
0.5,8.13E+13,4.91E+13
0.5,8.13E+13,4.82E+13
0.5,8.13E+13,4.73E+13
0.5,8.14E+13,4.64E+13
0.5,8.14E+13,4.55E+13
0.5,8.14E+13,4.47E+13
0.5,8.14E+13,4.38E+13
0.5,8.14E+13,4.30E+13
0.5,8.15E+13,4.22E+13
0.5,8.15E+13,4.15E+13
0.5,8.15E+13,4.07E+13
0.5,8.15E+13,3.99E+13
0.5,8.16E+13,3.92E+13
0.5,8.16E+13,3.85E+13
0.5,8.16E+13,3.78E+13
0.5,8.16E+13,3.71E+13
0.5,8.16E+13,3.64E+13
0.5,8.16E+13,3.58E+13
0.5,8.17E+13,3.51E+13
0.5,8.17E+13,3.45E+13
0.5,8.17E+13,3.39E+13
0.5,8.17E+13,3.33E+13
0.5,8.17E+13,3.27E+13
0.5,8.17E+13,3.21E+13
0.5,8.18E+13,3.15E+13
0.5,8.18E+13,3.10E+13
0.5,8.18E+13,3.04E+13
0.5,8.18E+13,2.99E+13
0.5,8.18E+13,2.93E+13
0.5,8.18E+13,2.88E+13
0.5,8.19E+13,2.83E+13
0.5,8.19E+13,2.78E+13
0.5,8.19E+13,2.73E+13
0.5,8.19E+13,2.69E+13
0.5,8.19E+13,2.64E+13
0.5,8.19E+13,2.60E+13
0.5,8.19E+13,2.55E+13
0.5,8.19E+13,2.51E+13
0.5,8.20E+13,2.46E+13
0.5,8.20E+13,2.42E+13
0.5,8.20E+13,2.38E+13
0.5,8.20E+13,2.34E+13
0.5,8.20E+13,2.30E+13
0.5,8.20E+13,2.26E+13
0.5,8.20E+13,2.22E+13
0.5,8.20E+13,2.19E+13
0.5,8.20E+13,2.15E+13
0.5,8.21E+13,2.12E+13
0.5,8.21E+13,2.08E+13
0.5,8.21E+13,2.05E+13
0.5,8.21E+13,2.01E+13
0.5,8.21E+13,1.98E+13
0.5,8.21E+13,1.95E+13
0.5,8.21E+13,1.92E+13
0.5,8.21E+13,1.88E+13
0.5,8.21E+13,1.85E+13
0.5,8.21E+13,1.82E+13
0.5,8.22E+13,1.79E+13
0.5,8.22E+13,1.77E+13
0.5,8.22E+13,1.74E+13
0.5,8.22E+13,1.71E+13
0.5,8.22E+13,1.68E+13
0.5,8.22E+13,1.66E+13
0.5,8.22E+13,1.63E+13
0.5,8.22E+13,1.61E+13
0.5,8.22E+13,1.58E+13
0.5,8.22E+13,1.56E+13
0.5,8.22E+13,1.53E+13
0.5,8.22E+13,1.51E+13
0.5,8.23E+13,1.48E+13
0.5,8.23E+13,1.46E+13
0.5,8.23E+13,1.44E+13
0.5,8.23E+13,1.42E+13
0.5,8.23E+13,1.40E+13
0.5,8.23E+13,1.38E+13
0.5,8.23E+13,1.36E+13
0.5,8.23E+13,1.33E+13
0.5,8.23E+13,1.31E+13
0.5,8.23E+13,1.30E+13
0.5,8.23E+13,1.28E+13
0.5,8.23E+13,1.26E+13
0.5,8.23E+13,1.24E+13
0.5,8.23E+13,1.22E+13
0.5,8.23E+13,1.20E+13
0.5,8.24E+13,1.19E+13
0.5,8.24E+13,1.17E+13
0.5,8.24E+13,1.15E+13
0.5,8.24E+13,1.14E+13
0.5,8.24E+13,1.12E+13
0.5,8.24E+13,1.10E+13
0.5,8.24E+13,1.09E+13
0.5,8.24E+13,1.07E+13
0.5,8.24E+13,1.06E+13
0.5,8.24E+13,1.04E+13
0.5,8.24E+13,1.03E+13
0.5,8.24E+13,1.02E+13
0.5,8.24E+13,1.00E+13
0.5,8.24E+13,9.88E+12
0.5,8.24E+13,9.75E+12
0.5,8.24E+13,9.61E+12
0.5,8.24E+13,9.49E+12
0.5,8.24E+13,9.36E+12
0.5,8.24E+13,9.23E+12
0.5,8.25E+13,9.11E+12
0.5,8.25E+13,8.99E+12
0.5,8.25E+13,8.87E+12
0.5,8.25E+13,8.76E+12
0.5,8.25E+13,8.65E+12
0.5,8.25E+13,8.53E+12
0.5,8.25E+13,8.43E+12
0.5,8.25E+13,8.32E+12
0.5,8.25E+13,8.21E+12
0.5,8.25E+13,8.11E+12
0.5,8.25E+13,8.01E+12
0.5,8.25E+13,7.91E+12
0.5,8.25E+13,7.81E+12
0.5,8.25E+13,7.71E+12
0.5,8.25E+13,7.62E+12
0.5,8.25E+13,7.52E+12
0.5,8.25E+13,7.43E+12
0.5,8.25E+13,7.34E+12
0.5,8.25E+13,7.25E+12
0.5,8.25E+13,7.17E+12
0.5,8.25E+13,7.08E+12
0.5,8.25E+13,7.00E+12
0.5,8.25E+13,6.91E+12
0.5,8.25E+13,6.83E+12
0.5,8.25E+13,6.75E+12
0.5,8.26E+13,6.67E+12
0.5,8.26E+13,6.60E+12
0.5,8.26E+13,6.52E+12
0.5,8.26E+13,6.45E+12
0.5,8.26E+13,6.37E+12
0.5,8.26E+13,6.30E+12
0.5,8.26E+13,6.23E+12
0.5,8.26E+13,6.16E+12
0.5,8.26E+13,6.09E+12
0.5,8.26E+13,6.03E+12
0.5,8.26E+13,5.96E+12
0.5,8.26E+13,5.89E+12
0.5,8.26E+13,5.83E+12
0.5,8.26E+13,5.77E+12
0.5,8.26E+13,5.71E+12
0.5,8.26E+13,5.64E+12
0.5,8.26E+13,5.58E+12
0.5,8.26E+13,5.53E+12
0.5,8.26E+13,5.47E+12
0.5,8.26E+13,5.41E+12
0.5,8.26E+13,5.35E+12
0.5,8.26E+13,5.30E+12
0.5,8.26E+13,5.24E+12
0.5,8.26E+13,5.19E+12
0.5,8.26E+13,5.14E+12
0.5,8.26E+13,5.09E+12
0.5,8.26E+13,5.04E+12
0.5,8.26E+13,4.99E+12
0.5,8.26E+13,4.94E+12
0.5,8.26E+13,4.89E+12
0.5,8.26E+13,4.84E+12
0.5,8.26E+13,4.79E+12
0.5,8.26E+13,4.75E+12
0.5,8.26E+13,4.70E+12
0.5,8.26E+13,4.66E+12
0.5,8.26E+13,4.61E+12
0.5,8.27E+13,4.57E+12
0.5,8.27E+13,4.52E+12
0.5,8.27E+13,4.48E+12
0.5,8.27E+13,4.44E+12
0.5,8.27E+13,4.40E+12
0.5,8.27E+13,4.36E+12
0.5,8.27E+13,4.32E+12
0.5,8.27E+13,4.28E+12
0.5,8.27E+13,4.24E+12
0.5,8.27E+13,4.20E+12
0.5,8.27E+13,4.17E+12
0.5,8.27E+13,4.13E+12
0.5,8.27E+13,4.09E+12
0.5,8.27E+13,4.06E+12
0.5,8.27E+13,4.02E+12
0.5,8.27E+13,3.99E+12
0.5,8.27E+13,3.95E+12
0.5,8.27E+13,3.92E+12
0.5,8.27E+13,3.89E+12
0.5,8.27E+13,3.85E+12
0.5,8.27E+13,3.82E+12
0.5,8.27E+13,3.79E+12
0.5,8.27E+13,3.76E+12
0.5,8.27E+13,3.73E+12
0.5,8.27E+13,3.70E+12
0.5,8.27E+13,3.66E+12
0.5,8.27E+13,3.64E+12
0.5,8.27E+13,3.61E+12
0.5,8.27E+13,3.58E+12
0.5,8.27E+13,3.55E+12
0.5,8.27E+13,3.52E+12
0.5,8.27E+13,3.49E+12
0.5,8.27E+13,3.47E+12
0.5,8.27E+13,3.44E+12
0.5,8.27E+13,3.41E+12
0.5,8.27E+13,3.39E+12
0.5,8.27E+13,3.36E+12
0.5,8.27E+13,3.33E+12
0.5,8.27E+13,3.31E+12
0.5,8.27E+13,3.28E+12
0.5,8.27E+13,3.26E+12
0.5,8.27E+13,3.24E+12
0.5,8.27E+13,3.21E+12
0.5,8.27E+13,3.19E+12
0.5,8.27E+13,3.16E+12
0.5,8.27E+13,3.14E+12
0.5,8.27E+13,3.12E+12
0.5,8.27E+13,3.10E+12
0.5,8.27E+13,3.07E+12
0.5,8.27E+13,3.05E+12
0.5,8.27E+13,3.03E+12
0.5,8.27E+13,3.01E+12
0.5,8.27E+13,2.99E+12
0.5,8.27E+13,2.97E+12
0.5,8.27E+13,2.95E+12
0.5,8.28E+13,2.93E+12
0.5,8.28E+13,2.91E+12
0.5,8.28E+13,2.89E+12
0.5,8.28E+13,2.87E+12
0.5,8.28E+13,2.85E+12
0.5,8.28E+13,2.83E+12
0.5,8.28E+13,2.81E+12
0.5,8.28E+13,2.79E+12
0.5,8.28E+13,2.77E+12
0.5,8.28E+13,2.76E+12
0.5,8.28E+13,2.74E+12
0.5,8.28E+13,2.72E+12
0.5,8.28E+13,2.70E+12
0.5,8.28E+13,2.69E+12
0.5,8.28E+13,2.67E+12
0.5,8.28E+13,2.65E+12
0.5,8.28E+13,2.63E+12
0.5,8.28E+13,2.62E+12
0.5,8.28E+13,2.60E+12
0.5,8.28E+13,2.59E+12
0.5,8.28E+13,2.57E+12
0.5,8.28E+13,2.55E+12
0.5,8.28E+13,2.54E+12
0.5,8.28E+13,2.52E+12
0.5,8.28E+13,2.51E+12
0.5,8.28E+13,2.49E+12
0.5,8.28E+13,2.48E+12
0.5,8.28E+13,2.46E+12
0.5,8.28E+13,2.45E+12
0.5,8.28E+13,2.43E+12
0.5,8.28E+13,2.42E+12
0.5,8.28E+13,2.41E+12
0.5,8.28E+13,2.39E+12
0.5,8.28E+13,2.38E+12
0.5,8.28E+13,2.36E+12
0.5,8.28E+13,2.35E+12
0.5,8.28E+13,2.34E+12
0.5,8.28E+13,2.32E+12
0.5,8.28E+13,2.31E+12
0.5,8.28E+13,2.30E+12
0.5,8.28E+13,2.29E+12
0.5,8.28E+13,2.27E+12
0.5,8.28E+13,2.26E+12
0.5,8.28E+13,2.25E+12
0.5,8.28E+13,2.24E+12
0.5,8.28E+13,2.22E+12
0.5,8.28E+13,2.21E+12
0.5,8.28E+13,2.20E+12
0.5,8.28E+13,2.19E+12
0.5,8.28E+13,2.18E+12
0.5,8.28E+13,2.17E+12
0.5,8.28E+13,2.15E+12
0.5,8.28E+13,2.14E+12
0.5,8.28E+13,2.13E+12
0.5,8.28E+13,2.12E+12
0.5,8.28E+13,2.11E+12
0.5,8.28E+13,2.10E+12
0.5,8.28E+13,2.09E+12
0.5,8.28E+13,2.08E+12
0.5,8.28E+13,2.07E+12
0.5,8.28E+13,2.06E+12
0.5,8.28E+13,2.05E+12
0.5,8.28E+13,2.04E+12
0.5,8.28E+13,2.03E+12
0.5,8.28E+13,2.02E+12
0.5,8.28E+13,2.01E+12
0.5,8.28E+13,2.00E+12
0.5,8.28E+13,1.99E+12
0.5,8.28E+13,1.98E+12
0.5,8.28E+13,1.97E+12
0.5,8.28E+13,1.96E+12
0.5,8.28E+13,1.95E+12
0.5,8.28E+13,1.94E+12
0.5,8.28E+13,1.93E+12
0.5,8.28E+13,1.92E+12
0.5,8.28E+13,1.91E+12
0.5,8.28E+13,1.90E+12
0.5,8.28E+13,1.89E+12
0.5,8.28E+13,1.88E+12
0.5,8.28E+13,1.88E+12
0.5,8.28E+13,1.87E+12
0.5,8.28E+13,1.86E+12
0.5,8.28E+13,1.85E+12
0.5,8.28E+13,1.84E+12
0.5,8.28E+13,1.83E+12
0.5,8.28E+13,1.82E+12
0.5,8.28E+13,1.82E+12
0.5,8.28E+13,1.81E+12
0.5,8.29E+13,1.80E+12
0.5,8.29E+13,1.79E+12
0.5,8.29E+13,1.78E+12
0.5,8.29E+13,1.78E+12
0.5,8.29E+13,1.77E+12
0.5,8.29E+13,1.76E+12
0.5,8.29E+13,1.75E+12
0.5,8.29E+13,1.74E+12
0.5,8.29E+13,1.74E+12
0.5,8.29E+13,1.73E+12
0.5,8.29E+13,1.72E+12
0.5,8.29E+13,1.71E+12
0.5,8.29E+13,1.71E+12
0.5,8.29E+13,1.70E+12
0.5,8.29E+13,1.69E+12
0.5,8.29E+13,1.69E+12
0.5,8.29E+13,1.68E+12
0.5,8.29E+13,1.67E+12
0.5,8.29E+13,1.66E+12
0.5,8.29E+13,1.66E+12
0.5,8.29E+13,1.65E+12
0.5,8.29E+13,1.64E+12
0.5,8.29E+13,1.64E+12
0.5,8.29E+13,1.63E+12
0.5,8.29E+13,1.62E+12
0.5,8.29E+13,1.62E+12
0.5,8.29E+13,1.61E+12
0.5,8.29E+13,1.60E+12
0.5,8.29E+13,1.60E+12
0.5,8.29E+13,1.59E+12
0.5,8.29E+13,1.58E+12
0.5,8.29E+13,1.58E+12
0.5,8.29E+13,1.57E+12
0.5,8.29E+13,1.57E+12
0.5,8.29E+13,1.56E+12
0.5,8.29E+13,1.55E+12
0.5,8.29E+13,1.55E+12
0.5,8.29E+13,1.54E+12
0.5,8.29E+13,1.53E+12
0.5,8.29E+13,1.53E+12
0.5,8.29E+13,1.52E+12
0.5,8.29E+13,1.52E+12
0.5,8.29E+13,1.51E+12
0.5,8.29E+13,1.51E+12
0.5,8.29E+13,1.50E+12
0.5,8.29E+13,1.49E+12
0.5,8.29E+13,1.49E+12
0.5,8.29E+13,1.48E+12
0.5,8.29E+13,1.48E+12
0.5,8.29E+13,1.47E+12
0.5,8.29E+13,1.47E+12
0.5,8.29E+13,1.46E+12
0.5,8.29E+13,1.45E+12
0.5,8.29E+13,1.45E+12
